"System ID","UPC","EAN","Custom SKU","Manufact. SKU","Item","Vendor ID","Qty.","Price","Tax","Brand","Publish to eCom","Season","Department","MSRP","Tax Class","Default Cost","Vendor","Category","Subcategory 1","Subcategory 2","Subcategory 3","Subcategory 4","Subcategory 5","Subcategory 6","Subcategory 7","Subcategory 8","Subcategory 9"
"210000000248","","","","","House Business Card - Square Corners 1000 16 PT Uncoated","","'-","$94.00","Yes","","No","","","94.00","Item","20.600000000","Diane Endeavors","Print","","","","","","","","",""
"210000000259","","","","","Booklet 11/8.5"" Full Color 4","","'-","$1.60","Yes","","No","","","0.00","Item","0.180000000","Diane Endeavors","Print","","","","","","","","",""
"210000000265","","","","","House Business Card - Square Corners 250 16PT Gloss","","'-","$36.00","Yes","","No","","","36.00","Item","8.380000000","Diane Endeavors","Print","","","","","","","","",""
"210000000272","","","","","House Business Card - Square Corners 250 16 PT Uncoated","","'-","$36.00","Yes","","No","","","36.00","Item","7.090000000","Diane Endeavors","Print","","","","","","","","",""
"210000000275","","","","","Cardstock 100lb Flyer 1 side","","'-","$0.75","Yes","","Yes","","","0.75","Item","0.270000000","Diane Endeavors","Print","","","","","","","","",""
"210000000277","","","","","Flyer 100lb 2 side","","'-","$0.49","Yes","","Yes","","","0.49","Item","0.440000000","Diane Endeavors","Print","","","","","","","","",""
"210000000279","","","","","A2 Greeting Cards (w/ Envelopes)250+","","'-","$0.80","Yes","","No","","","0.80","Item","0.430000000","Sinalite","Print","","","","","","","","",""
"210000000282","","","","","House - Post Card XL (3up>)","","'-","$0.50","Yes","","No","","","0.40","Item","0.270000000","Diane Endeavors","Print","","","","","","","","",""
"210000000284","","","","","Market Center Sign Special 18x24 w/ Stakes","","'-","$10.00","Yes","","No","","","10.00","Item","5.000000000","Sinalite","UV Printer","","","","","","","","",""
"210000000286","","","","","Full Service Mail - 8.5x5.5 Post Card","","'-","$1.05","Yes","","No","","","1.00","Item","0.340000000","Diane Endeavors","Mail","","","","","","","","",""
"210000000287","","","","","Booklet 8.5/5.5"" Full Color 16","","'-","$5.00","Yes","","No","","","5.00","Item","1.000000000","Diane Endeavors","Print","","","","","","","","",""
"210000000296","","","","","A7 Greeting Cards w/Envelopes 250+","","'-","$1.40","Yes","","No","","","1.40","Item","0.260000000","Sinalite","Print","","","","","","","","",""
"210000000298","","","","","A7 Greeting Cards w/Envelopes","","'-","$1.50","Yes","","No","","","1.50","Item","0.680000000","Sinalite","Print","","","","","","","","",""
"210000000302","","","","","4.25x5.5 Cards Uncoated","","'-","$0.33","Yes","","No","","","0.31","Item","0.070000000","Sinalite","Print","","","","","","","","",""
"210000000326","","","","","Tri-Fold Brochure - 8.5x3.6","","'-","$0.85","Yes","","No","","","0.75","Item","0.090000000","","Print","","","","","","","","",""
"210000000334","","","","","House Business Card - Square Corners 100 16 PT Uncoated","","'-","$22.00","Yes","","No","","","22.00","Item","2.000000000","Diane Endeavors","Print","","","","","","","","",""
"210000000337","","","","","Booklet 11/8.5"" Full Color 28","","'-","$11.20","Yes","","No","","","11.20","Item","4.910000000","Diane Endeavors","Print","","","","","","","","",""
"210000000339","","","","","Booklet 11/8.5"" Black 80","","'-","$5.00","Yes","","No","","","5.00","Item","0.600000000","Diane Endeavors","Print","","","","","","","","",""
"210000000340","","","","","Booklet 8.5/5.5"" Full Color 24","","'-","$4.80","Yes","","No","","","4.80","Item","4.720000000","Diane Endeavors","Print","","","","","","","","",""
"210000000349","","","","","Booklet 8.5/5.5"" Full Color 8","","'-","$1.60","Yes","","No","","","1.60","Item","0.670000000","Diane Endeavors","Print","","","","","","","","",""
"210000000352","","","","","Booklet 11/8.5"" Full Color 20","","'-","$8.00","Yes","","No","","","8.00","Item","4.720000000","Diane Endeavors","Print","","","","","","","","",""
"210000000353","","","","","Misc Rider","","'-","$8.00","Yes","","No","","","6.00","Item","0.500000000","","UV Printer","","","","","","","","",""
"210000000364","","","","","Large Feather Flag (14ft)","","'-","$270.00","Yes","","No","","","270.00","Item","114.150000000","","Wholesale Print","","","","","","","","",""
"210000000370","","","","","12x18 Custom Color Yard Sign w/HD Stake","","'-","$30.00","Yes","","Yes","","","30.00","Item","23.800000000","Sinalite","Wholesale Print","","","","","","","","",""
"210000000383","","","","","Cut To Shape Card 0-99","","0","$2.00","Yes","","No","","","2.00","Item","0.200000000","","Print","","","","","","","","",""
"210000000387","","","","","Cut To Shape Card 250+","","0","$1.25","Yes","","No","","","1.25","Item","0.200000000","","Print","","","","","","","","",""
"210000000392","","","","","Booklet 11/8.5"" Black 20","","'-","$3.00","Yes","","No","","","0.00","Item","4.720000000","Diane Endeavors","Print","","","","","","","","",""
"210000000393","","","","","Booklet 11/8.5"" Black 32","","'-","$0.00","Yes","","No","","","0.00","Item","5.000000000","Diane Endeavors","Print","","","","","","","","",""
"210000000394","","","","","Booklet 11/8.5"" Black 40","","'-","$6.00","Yes","","No","","","0.00","Item","0.800000000","Diane Endeavors","Print","","","","","","","","",""
"210000000396","","","","","Full Service Mail - 6x11 Post Card","","'-","$1.15","Yes","","No","","","1.05","Item","0.360000000","Diane Endeavors","Mail","","","","","","","","",""
"210000000402","","","","","Booklet 11/8.5"" Black 4","","'-","$0.60","Yes","","No","","","0.00","Item","0.100000000","Diane Endeavors","Print","","","","","","","","",""
"210000000404","","","","","Booklet 11/8.5"" Full Color 36","","'-","$14.40","Yes","","No","","","14.40","Item","1.800000000","Diane Endeavors","Print","","","","","","","","",""
"210000000408","","","","","Booklet 11/8.5"" Full Color 32","","'-","$12.80","Yes","","No","","","12.80","Item","5.000000000","Diane Endeavors","Print","","","","","","","","",""
"210000000414","","","","","Brochure Upcharge","","0","$1.85","Yes","","No","","","1.85","Item","0.250000000","","","","","","","","","","",""
"210000000430","","","","","House Business Card - Square Corners 100 16PT Gloss","","'-","$22.00","Yes","","No","","","22.00","Item","5.400000000","Diane Endeavors","Print","","","","","","","","",""
"210000000431","","","","","Booklet 11/8.5"" Full Color 48","","'-","$0.00","Yes","","No","","","0.00","Item","0.000000000","Diane Endeavors","Print","","","","","","","","",""
"210000000433","","","","","Tent Canopy","","0","$549.00","Yes","","No","","","549.00","Item","275.000000000","","Wholesale Print","","","","","","","","",""
"210000000440","","","","","18x24in Custom Coroplast Signs W/HD Stakes 25+","","'-","$22.00","Yes","","No","","","22.00","Item","6.500000000","Sinalite","Wholesale Print","","","","","","","","",""
"210000000482","","","","","A7 Note Cards w/ Envelopes","","'-","$1.00","Yes","","No","","","1.00","Item","0.210000000","Sinalite","Print","","","","","","","","",""
"210000000484","","","","","A7 Note Cards w/Envelopes 250+","","'-","$0.90","Yes","","No","","","0.90","Item","0.210000000","Sinalite","Print","","","","","","","","",""
"210000000488","","","","","Magnet Business Cards","","0","$99.00","Yes","","No","","","99.00","","0.000000000","","","","","","","","","","",""
"210000000492","","","","","Magnet Business Cards 1000","","0","$249.00","Yes","","No","","","249.00","Item","100.000000000","","Wholesale Print","","","","","","","","",""
"210000000495","","","","","Booklet 11/8.5"" Full Color 40","","'-","$16.00","Yes","","No","","","16.00","Item","0.000000000","Diane Endeavors","Print","","","","","","","","",""
"210000000833","","","","","Stock Rider Under Contract","","1","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000835","","","","","Stock Rider Just Listed","","1","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000819","","","","","Stock Rider OH Sat 2-4pm","","4","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000847","","","","","Stock Open House Sign w/ Stake","","6","$19.00","Yes","","No","","","19.00","Item","5.000000000","","Retail","","","","","","","","",""
"210000000831","","","","","Stock Rider Open House","","7","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000843","","","","","Stock Rider Sold","","7","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000821","","","","","Stock Rider OH Sun 2-4pm","","8","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000837","","","","","Stock Rider For Sale","","9","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000849","","","","","Stock For Sale Sign w/ stake","","9","$19.00","Yes","","No","","","19.00","Item","5.000000000","","Retail","","","","","","","","",""
"210000000825","","","","","Stock Rider OH Sat 11-1pm","","10","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000813","","","","","Stock Rider OH Sat 1-3pm","","18","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000815","","","","","Stock Rider OH Sun 1-3pm","","18","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000823","","","","","Stock Rider OH Sat/Sun 2-4pm","","18","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000841","","","","","Stock Rider For Lease","","19","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000839","","","","","Stock Rider Coming Soon","","21","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000829","","","","","Stock Rider OH Sat/Sun 11-1pm","","23","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000817","","","","","Stock Rider OH Sat/Sun 1-3pm","","25","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000827","","","","","Stock Rider OH Sun 11-1pm","","25","$9.00","Yes","","No","","","9.00","Item","3.050000000","","Retail","","","","","","","","",""
"210000000360","","","","","Pop Up Thank You Cards","","476","$6.00","Yes","","No","","","6.00","Item","2.000000000","","Retail","","","","","","","","",""
